/* Format: 
 frame_1_idx frame_2_idx 
 num_of_matches
 frame_1_idx feature_idx frame_2_idx feature_idx */
2 4
135
2 1 4 118
2 3 4 517
2 5 4 0
2 8 4 480
2 9 4 22
2 10 4 100
2 11 4 99
2 13 4 34
2 14 4 176
2 15 4 2
2 16 4 269
2 17 4 217
2 18 4 90
2 25 4 103
2 29 4 20
2 30 4 30
2 31 4 235
2 33 4 168
2 35 4 271
2 36 4 198
2 37 4 45
2 38 4 36
2 39 4 27
2 40 4 109
2 41 4 151
2 42 4 137
2 47 4 5
2 51 4 258
2 55 4 152
2 56 4 209
2 57 4 189
2 59 4 164
2 61 4 11
2 62 4 50
2 64 4 40
2 65 4 185
2 66 4 205
2 69 4 169
2 70 4 25
2 71 4 7
2 88 4 28
2 89 4 35
2 91 4 39
2 92 4 102
2 96 4 163
2 100 4 292
2 101 4 13
2 104 4 166
2 106 4 82
2 109 4 21
2 110 4 65
2 114 4 144
2 115 4 153
2 116 4 275
2 117 4 485
2 118 4 322
2 119 4 71
2 122 4 220
2 127 4 221
2 128 4 391
2 130 4 17
2 134 4 315
2 143 4 18
2 147 4 56
2 148 4 174
2 150 4 365
2 151 4 93
2 153 4 238
2 158 4 245
2 160 4 72
2 161 4 132
2 163 4 180
2 169 4 67
2 170 4 98
2 171 4 279
2 179 4 124
2 184 4 262
2 185 4 148
2 186 4 37
2 187 4 120
2 188 4 15
2 189 4 173
2 191 4 8
2 196 4 460
2 203 4 254
2 205 4 111
2 209 4 290
2 214 4 66
2 216 4 386
2 222 4 230
2 225 4 57
2 227 4 298
2 231 4 60
2 242 4 203
2 245 4 87
2 246 4 356
2 247 4 114
2 248 4 182
2 255 4 208
2 257 4 263
2 260 4 212
2 261 4 331
2 264 4 43
2 270 4 75
2 274 4 430
2 275 4 232
2 279 4 117
2 293 4 284
2 308 4 418
2 310 4 47
2 312 4 145
2 318 4 77
2 328 4 104
2 329 4 364
2 338 4 159
2 350 4 488
2 353 4 441
2 355 4 359
2 358 4 366
2 371 4 405
2 385 4 417
2 415 4 133
2 420 4 188
2 423 4 424
2 440 4 528
2 450 4 395
2 456 4 375
2 462 4 167
2 465 4 243
2 469 4 483
2 493 4 479
2 518 4 389
2 540 4 308
2 542 4 549
2 546 4 482
